danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,genre
0.322,0.978,9,-5.446,1,0.131,8.66e-05,0.266,0.136,0.271,112.878,386600,metal
0.362,0.961,2,-5.664,1,0.0857,0.024,9.35e-06,0.159,0.491,164.019,153840,metal
0.519,0.833,6,-6.947,0,0.0496,0.00572,4.33e-06,0.104,0.532,138.225,310080,metal
0.61,0.824,4,-6.046,1,0.0534,0.0136,1.75e-06,0.0606,0.819,134.992,210133,metal
0.437,0.948,4,-6.041,0,0.0554,0.000716,0.000261,0.146,0.361,96.72,222440,metal
0.287,0.716,11,-5.653,0,0.0311,0.0381,3.24e-05,0.164,0.544,172.123,409800,metal
0.381,0.979,9,-5.065,0,0.144,0.00746,0.202,0.865,0.174,103.056,186093,metal
0.469,0.875,4,-5.072,0,0.0952,0.0685,0,0.102,0.377,134.36,203533,metal
0.554,0.79,9,-7.126,1,0.0695,0.000738,0.00401,0.342,0.598,124.336,202627,metal
0.404,0.969,9,-6.151,0,0.244,0.00534,0.00184,0.574,0.461,178.411,177800,metal
0.625,0.598,0,-8.953,1,0.0327,0.00202,7.78e-06,0.382,0.816,119.987,171500,metal
0.444,0.922,11,-4.519,0,0.0529,0.00635,0,0.305,0.301,140.206,225533,metal
0.375,0.976,9,-5.498,1,0.0895,0.0118,3.46e-06,0.527,0.208,112.813,283120,metal
0.348,0.829,9,-5.651,0,0.0457,0.00253,0.048,0.431,0.368,136.681,333533,metal
0.354,0.958,9,-4.787,1,0.0785,0.000525,0.0596,0.15,0.346,104.536,215560,metal
0.63,0.823,6,-4.857,1,0.0496,0.0205,0.00458,0.0377,0.565,117.048,218593,metal
0.285,0.908,4,-4.601,0,0.0705,0.0318,0.00909,0.311,0.669,159.756,252733,metal
0.518,0.983,1,-6.273,0,0.106,0.000623,4.2e-05,0.14,0.221,118.022,206000,metal
0.477,0.859,0,-8.625,1,0.0387,0.000333,0.000155,0.265,0.629,91.009,280213,metal
0.294,0.995,1,-4.383,0,0.168,0.000489,0.331,0.128,0.0379,88.777,254400,metal
0.362,0.961,2,-5.664,1,0.0857,0.024,9.35e-06,0.159,0.491,164.019,153840,metal
0.415,0.908,2,-9.701,1,0.0765,0.00437,0.0345,0.082,0.437,114.816,243533,metal
0.266,0.866,11,-7.885,1,0.112,5.44e-06,0.0185,0.0961,0.211,119.41,311133,metal
0.409,0.89,0,-6.839,1,0.0558,0.088,0.107,0.0935,0.268,100.409,290587,metal
0.544,0.739,9,-7.383,1,0.0517,0.00392,0.000143,0.168,0.328,118.287,342600,metal
0.366,0.956,10,-3.725,0,0.108,0.000293,0.00447,0.449,0.159,104.016,230127,metal
0.379,0.941,11,-10.443,0,0.038,0.000869,0.000637,0.0393,0.527,105.155,341333,metal
0.257,0.975,9,-6.128,1,0.175,6.07e-05,0.1,0.222,0.276,149.312,396987,metal
0.263,0.97,5,-4.182,0,0.163,0.00338,0.000795,0.0922,0.17,151.729,397827,metal
0.43,0.704,1,-8.008,0,0.0804,0.000155,0.00221,0.0933,0.703,118.242,315120,metal
0.308,0.866,2,-5.671,0,0.059,0.000739,0.00141,0.232,0.227,109.825,438120,metal
0.342,0.91,4,-7.748,1,0.0758,4.02e-05,0.000121,0.0823,0.547,140.452,166360,metal
0.689,0.719,3,-8.643,0,0.0304,2.39e-05,0.679,0.314,0.959,127.982,227973,metal
0.332,0.994,1,-4.336,1,0.137,0.000119,0.322,0.142,0.0829,106.086,291440,metal
0.512,0.996,2,-2.1,1,0.114,5.63e-05,0.000167,0.347,0.0601,130.931,220880,metal
0.568,0.981,2,-3.889,1,0.0887,0.00269,0.00275,0.0243,0.307,135.146,284120,metal
0.314,0.959,4,-4.657,0,0.0908,0.0263,0.000148,0.161,0.492,154.221,309640,metal
0.518,0.858,0,-6.147,1,0.0672,0.00563,0.00349,0.0598,0.249,117.897,309973,metal
0.461,0.961,8,-3.011,1,0.0479,6.39e-06,0.14,0.308,0.416,96.009,234880,metal
0.375,0.937,0,-7.17,1,0.0859,4.15e-05,2.39e-05,0.262,0.388,157.12,308787,metal
0.344,0.955,1,-10.614,1,0.0444,5.4e-06,0.111,0.0665,0.352,111.671,203680,metal
0.325,0.985,11,-3.941,1,0.151,0.00177,0.107,0.351,0.221,125.307,392600,metal
0.15,0.863,9,-5.145,1,0.103,0.00268,0.00425,0.099,0.321,185.664,302067,metal
0.324,0.976,9,-3.84,1,0.0679,0.000157,0.000379,0.11,0.593,124.236,313587,metal
0.402,0.73,6,-9.327,1,0.0455,0.000312,0.323,0.103,0.296,104.527,393706,metal
0.446,0.97,9,-5.004,0,0.0508,0.00754,0.000275,0.199,0.595,94.233,363587,metal
0.386,0.944,0,-4.334,1,0.0941,6.79e-05,0.0153,0.338,0.374,154.175,325800,metal
0.384,0.916,4,-6.468,0,0.0983,0.000611,0.422,0.14,0.192,158.042,248547,metal
0.61,0.891,4,-5.452,0,0.0587,0.000805,0.0928,0.0657,0.51,139.903,246733,metal
0.278,0.937,7,-6.952,1,0.168,0.000535,0.118,0.227,0.29,154.244,296627,metal
0.361,0.986,2,-2.486,1,0.103,0.00272,0.00109,0.126,0.217,92.334,219762,metal
0.3,0.974,11,-5.341,0,0.104,0.0289,0.0492,0.242,0.331,136.138,431520,metal
0.521,0.915,9,-5.705,0,0.0544,1.69e-05,0.43,0.065,0.336,112.507,209453,metal
0.251,0.978,4,-5.495,0,0.166,0.000254,0.315,0.0798,0.17,100.822,395705,metal
0.431,0.95,2,-11.399,1,0.117,0.000109,0.248,0.232,0.162,140.044,228667,metal
0.513,0.88,7,-4.69,0,0.0309,9.59e-05,0.00614,0.0824,0.495,92.358,269533,metal
0.424,0.98,4,-4.33,0,0.154,0.000855,5.72e-06,0.129,0.296,101.502,275253,metal
0.322,0.932,4,-4.252,0,0.163,8.57e-05,0.817,0.0969,0.376,138.042,244160,metal
0.354,0.982,4,-3.026,0,0.168,0.000237,0.000294,0.204,0.194,143.772,252613,metal
0.347,0.982,2,-3.399,1,0.128,0.00235,0.0237,0.375,0.146,115.64,240183,metal
0.445,0.964,9,-5.493,1,0.282,0.037,0.0132,0.0773,0.448,140.817,414720,metal
0.649,0.909,6,-6.988,0,0.0729,3.63e-05,0.469,0.0787,0.623,131.919,230560,metal
0.248,0.988,2,-3.74,1,0.144,5.87e-05,0.84,0.323,0.149,115.301,311200,metal
0.437,0.881,2,-4.934,1,0.0561,0.0673,4.05e-05,0.104,0.592,139.895,237800,metal
0.249,0.943,0,-5.188,1,0.0669,0.0286,0.00401,0.162,0.458,173.671,233507,metal
0.623,0.734,9,-5.948,1,0.107,0.0162,1.75e-06,0.145,0.37,107.853,244453,pop
0.698,0.844,7,-4.549,0,0.067,0.0577,1.69e-05,0.105,0.446,126.937,198467,pop
0.689,0.737,9,-4.516,1,0.0268,0.00482,0,0.0777,0.47,140.0,207893,pop
0.688,0.702,7,-4.792,0,0.0499,0.0215,0,0.128,0.74,94.006,192191,pop
0.706,0.841,7,-3.956,1,0.0418,7.95e-05,0,0.0688,0.861,132.032,220227,pop
0.677,0.696,0,-6.181,1,0.119,0.321,0,0.42,0.464,90.03,198082,pop
0.583,0.786,2,-3.142,0,0.0301,0.0208,0,0.188,0.573,123.055,258827,pop
0.858,0.677,1,-3.842,0,0.0465,0.0752,0,0.0718,0.925,117.005,188067,pop
0.587,0.828,11,-5.108,1,0.161,0.00327,0,0.331,0.494,123.907,260253,pop
0.711,0.7,1,-4.805,0,0.046,0.00498,0.000125,0.215,0.801,128.001,211920,pop
0.604,0.843,10,-3.932,0,0.1,0.036,6.22e-06,0.183,0.688,173.982,144992,pop
0.645,0.713,6,-5.355,1,0.0393,0.00835,0,0.113,0.566,74.989,214507,pop
0.748,0.524,8,-5.599,1,0.0338,0.414,0,0.111,0.661,95.01,244960,pop
0.648,0.738,6,-5.883,0,0.247,0.0408,0,0.292,0.603,159.145,226160,pop
0.728,0.563,1,-8.053,0,0.134,0.621,0,0.179,0.352,100.017,217707,pop
0.504,0.785,8,-4.802,1,0.104,0.0738,0,0.239,0.502,173.968,210840,pop
0.748,0.939,0,-4.288,0,0.0341,0.0534,0,0.32,0.96,104.001,198067,pop
0.596,0.851,5,-4.245,0,0.121,0.0358,3.19e-05,0.365,0.612,202.049,204013,pop
0.749,0.774,9,-6.221,1,0.12,0.0857,1.14e-05,0.11,0.35,99.019,217533,pop
0.339,0.67,2,-5.995,1,0.0457,0.0303,0.0369,0.225,0.383,114.903,220867,pop
0.648,0.785,7,-5.414,1,0.165,0.0561,0,0.148,0.943,160.02,219200,pop
0.512,0.803,2,-5.135,1,0.0531,0.00362,0.000583,0.116,0.591,124.162,249693,pop
0.762,0.7,9,-6.021,0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,209320,pop
0.523,0.748,1,-2.165,1,0.0395,0.226,0,0.27,0.329,84.954,187776,pop
0.774,0.626,3,-4.432,0,0.0432,0.0969,3.12e-05,0.0848,0.777,100.041,211475,pop
0.857,0.8,2,-4.035,1,0.0583,0.381,0,0.0913,0.966,121.996,199440,pop
0.609,0.726,5,-4.346,0,0.0414,0.0723,8.45e-06,0.0895,0.362,93.958,195000,pop
0.585,0.776,5,-5.898,1,0.0459,0.0572,7.74e-06,0.3,0.427,77.987,244507,pop
0.427,0.9,11,-3.674,1,0.0499,0.116,1.75e-05,0.119,0.599,104.655,334667,pop
0.868,0.7,7,-6.408,0,0.1,0.0933,0.00685,0.0815,0.458,121.988,194754,pop
0.841,0.287,0,-16.649,0,0.0641,0.448,0.574,0.118,0.254,74.995,90510,pop
0.854,0.658,9,-6.932,0,0.17,0.154,0.00914,0.102,0.855,137.949,265667,pop
0.85,0.482,1,-6.684,0,0.102,0.0246,0,0.387,0.217,100.957,229867,pop
0.633,0.575,10,-10.258,0,0.49,0.267,0,0.268,0.515,81.252,180735,pop
0.801,0.795,1,-5.115,0,0.0504,0.0417,0.000113,0.0717,0.754,79.028,163253,pop
0.425,0.597,11,-8.043,0,0.106,0.204,6.48e-06,0.485,0.449,84.968,190588,pop
0.551,0.836,10,-3.838,0,0.0524,0.00502,2.1e-05,0.0425,0.758,185.063,220573,pop
0.588,0.617,1,-6.821,1,0.0479,0.34,0,0.101,0.178,99.0,201880,pop
0.599,0.448,8,-6.312,1,0.0232,0.163,0,0.106,0.168,95.05,263400,pop
0.516,0.75,2,-6.172,1,0.239,0.0338,0,0.217,0.396,149.987,128080,pop
0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,247160,pop
0.831,0.407,1,-8.137,0,0.265,0.155,0,0.0995,0.586,134.085,161194,pop
0.173,0.582,4,-7.027,1,0.0391,0.0007,0.00918,0.119,0.17,118.798,268554,pop
0.782,0.769,1,-2.754,1,0.119,0.0157,0.052,0.106,0.462,164.953,142516,pop
0.646,0.696,1,-5.572,0,0.342,0.0192,0,0.0762,0.625,92.88,207401,pop
0.71,0.717,4,-3.362,0,0.0489,0.0878,0,0.148,0.453,100.065,150053,pop
0.733,0.613,1,-7.972,1,0.258,0.135,8.31e-06,0.53,0.21,95.021,169263,pop
0.652,0.757,1,-6.819,1,0.153,0.286,0,0.0886,0.962,159.911,233305,pop
0.792,0.634,4,-6.566,0,0.0348,0.245,7.11e-06,0.136,0.322,99.989,207612,pop
0.728,0.748,6,-7.272,0,0.0426,0.0865,0.769,0.0995,0.465,103.943,166271,pop
0.663,0.89,4,-5.405,0,0.214,0.467,0,0.348,0.739,88.751,97079,pop
0.794,0.711,8,-5.124,0,0.0699,0.3,0,0.0955,0.955,174.915,189109,pop
0.783,0.651,11,-9.561,0,0.193,0.0417,0,0.109,0.5,97.032,103918,pop
0.545,0.502,0,-11.233,1,0.0365,0.00343,8.74e-06,0.108,0.148,135.027,190588,pop
0.666,0.531,11,-8.465,1,0.446,0.0308,0,0.111,0.326,172.118,158758,pop
0.801,0.619,5,-7.015,1,0.342,0.0555,0,0.142,0.413,136.916,154293,pop
0.776,0.588,2,-5.8,1,0.28,0.00416,0,0.105,0.47,83.909,171643,pop
0.555,0.715,11,-4.821,0,0.0468,0.00192,0,0.114,0.402,91.951,225147,pop
0.711,0.588,7,-4.968,1,0.136,0.234,0,0.239,0.528,82.333,151273,pop
0.355,0.618,4,-6.948,0,0.0792,0.678,0,0.558,0.322,160.391,201178,pop
0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,195920,pop
0.592,0.501,2,-10.16,0,0.103,0.359,0.000617,0.169,0.395,109.929,159273,pop
0.751,0.834,1,-5.444,0,0.0437,0.3,1.77e-05,0.355,0.894,95.053,211160,pop
0.817,0.633,4,-6.234,0,0.0475,0.209,1.24e-05,0.117,0.57,98.033,195918,pop
0.514,0.559,3,-5.335,0,0.0298,0.00059,0.703,0.427,0.0967,107.017,164194,pop
0.482,0.706,9,-5.762,1,0.0607,0.135,0.00106,0.105,0.144,92.513,224920,pop
0.73,0.703,0,-5.672,0,0.0369,0.109,0,0.0657,0.595,138.113,192120,pop
0.591,0.628,10,-10.416,1,0.264,0.183,0.00027,0.104,0.379,175.125,133000,pop
0.638,0.831,5,-3.944,1,0.182,0.0281,3.06e-06,0.277,0.685,175.038,223053,pop
0.629,0.967,11,-5.572,0,0.0723,4.21e-05,0.344,0.404,0.222,128.105,138750,pop
0.607,0.714,10,-7.749,0,0.225,0.297,2.83e-06,0.35,0.494,78.937,227848,pop
0.612,0.735,8,-5.074,0,0.0282,0.00202,0.00118,0.328,0.783,126.326,226053,pop
0.646,0.501,0,-8.258,0,0.0723,0.165,1.07e-05,0.128,0.327,150.995,152583,pop
0.489,0.867,4,-3.121,0,0.071,0.025,0,0.586,0.409,162.131,157293,pop
0.691,0.795,1,-4.021,0,0.0355,0.000812,1.02e-06,0.156,0.876,133.971,227333,pop
0.557,0.803,1,-3.599,0,0.213,0.0124,1.61e-06,0.737,0.657,92.134,213507,pop
0.773,0.758,1,-4.993,1,0.0381,0.0422,0,0.305,0.925,144.033,224840,pop
0.818,0.579,11,-6.067,0,0.267,0.117,1.79e-06,0.0979,0.482,149.991,182415,pop
0.683,0.427,8,-6.827,1,0.0777,0.368,0,0.0604,0.426,113.634,176347,pop
0.663,0.942,11,-5.743,1,0.0473,9.2e-06,0.854,0.262,0.481,115.045,141971,pop
0.747,0.937,0,-5.746,1,0.0453,0.0208,0,0.29,0.739,103.976,224653,pop
0.498,0.584,9,-4.127,0,0.372,0.103,0,0.11,0.367,80.079,195726,pop
0.767,0.671,9,-6.416,0,0.142,0.21,1.12e-05,0.129,0.474,128.072,211859,pop
0.638,0.662,2,-4.017,1,0.0291,0.0512,2.04e-05,0.235,0.492,87.464,155314,pop
0.678,0.918,5,-4.63,1,0.0355,0.000417,0,0.0744,0.769,130.028,216160,pop
0.524,0.904,8,-2.071,1,0.398,0.0533,0,0.776,0.655,161.188,254040,pop
0.383,0.925,0,-1.755,0,0.0898,0.018,0.000284,0.387,0.188,135.012,210761,pop
0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,193400,pop
0.777,0.438,2,-9.103,1,0.129,0.135,0,0.274,0.104,128.082,255995,pop
0.755,0.57,9,-7.132,1,0.0888,0.0416,0,0.0891,0.406,102.991,204400,pop
0.684,0.923,8,-3.867,0,0.0442,0.0354,0.818,0.355,0.874,118.042,120037,pop
0.667,0.424,5,-10.164,0,0.109,0.446,8.02e-05,0.108,0.336,120.014,212254,pop
0.743,0.576,11,-8.019,1,0.0672,0.147,0,0.114,0.58,88.003,174556,pop
0.662,0.736,7,-6.511,1,0.0374,0.00274,0.000844,0.0464,0.674,104.003,232120,pop
0.56,0.881,2,-8.942,1,0.06,0.0107,0,0.0566,0.234,93.99,252766,pop
0.863,0.634,2,-9.498,0,0.137,0.503,0.92,0.0911,0.9,117.986,137797,pop
0.719,0.671,8,-6.279,1,0.0336,0.0372,8.21e-06,0.12,0.786,130.027,237627,pop
0.729,0.771,4,-2.451,1,0.0725,0.00761,0,0.087,0.873,125.011,198053,pop
0.612,0.673,1,-8.139,1,0.155,0.000301,0.00195,0.158,0.75,155.076,155000,pop
0.599,0.877,11,-3.45,0,0.226,0.064,0,0.234,0.79,187.305,207040,pop
0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,167303,pop
0.73,0.769,8,-5.114,1,0.0298,0.138,0,0.0473,0.507,104.948,228093,pop
0.728,0.697,5,-4.125,1,0.0456,0.0556,0,0.282,0.87,143.986,233653,pop
0.444,0.819,10,-4.078,0,0.341,0.106,0,0.107,0.747,82.695,187973,pop
0.774,0.753,4,-5.446,0,0.0517,0.152,0,0.0371,0.896,119.002,219147,pop
0.647,0.585,6,-6.123,1,0.0512,0.00314,0,0.165,0.353,131.934,215672,pop
0.775,0.613,3,-4.586,0,0.0542,0.109,2.33e-05,0.134,0.797,100.066,208787,pop
0.53,0.422,5,-6.262,1,0.0342,0.407,0,0.107,0.349,119.964,221360,pop
0.555,0.662,11,-4.952,0,0.0827,0.125,0,0.111,0.356,148.128,208733,pop
0.752,0.488,6,-7.05,1,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,201661,pop
0.562,0.8,0,-5.404,1,0.112,0.0814,0,0.199,0.471,95.029,237733,pop
0.775,0.68,0,-5.508,0,0.0629,0.00906,0,0.109,0.656,114.025,207719,pop
0.717,0.73,9,-4.729,0,0.0568,0.383,0,0.398,0.792,102.002,251173,pop
0.628,0.698,6,-5.608,0,0.105,0.0472,0.00143,0.0907,0.732,89.976,211667,pop
0.765,0.523,2,-4.333,1,0.03,0.184,3.56e-05,0.132,0.394,104.988,217307,pop
0.783,0.61,7,-6.124,1,0.0696,0.343,0,0.0983,0.418,100.047,214265,pop
0.845,0.561,1,-5.253,0,0.0778,0.211,3.49e-06,0.0383,0.811,109.974,200853,pop
0.793,0.793,11,-4.521,0,0.083,0.0123,0,0.0951,0.679,123.95,183290,pop
0.759,0.548,9,-6.049,0,0.029,0.0392,0,0.0828,0.749,116.967,190800,pop
0.8,0.795,6,-5.835,1,0.0626,0.131,9.02e-05,0.221,0.528,106.031,227813,pop
0.717,0.653,1,-5.634,1,0.0658,0.229,0,0.101,0.412,106.966,207320,pop
0.637,0.713,0,-4.333,1,0.0747,0.181,0.000637,0.137,0.243,129.923,226973,pop
0.73,0.703,0,-5.672,0,0.0369,0.109,0,0.0657,0.595,138.113,192120,pop
0.731,0.445,0,-8.418,1,0.0533,0.0586,1.96e-05,0.14,0.106,117.97,247160,pop
0.613,0.622,1,-5.794,0,0.0334,0.00882,0,0.37,0.484,80.003,231240,pop
0.659,0.667,11,-4.668,0,0.0339,0.00173,2.85e-05,0.1,0.468,115.982,258004,pop
0.721,0.738,7,-4.77,1,0.0403,0.00226,4.41e-06,0.118,0.637,119.976,154983,pop
0.72,0.706,1,-4.719,1,0.0473,0.0684,0,0.166,0.62,133.002,187436,pop
0.684,0.71,11,-3.614,0,0.0779,0.0132,0,0.444,0.451,93.007,222187,pop
0.699,0.713,9,-5.507,0,0.0594,0.04,3.11e-06,0.294,0.354,121.993,205920,pop
0.6,0.663,3,-5.802,1,0.0477,0.225,0,0.119,0.286,121.07,245493,pop
0.781,0.67,3,-3.912,0,0.0452,0.0103,0,0.0761,0.595,127.99,169333,pop
0.638,0.832,8,-5.039,1,0.049,0.141,0,0.113,0.648,124.071,227893,pop
0.73,0.729,4,-3.434,0,0.0884,0.167,1.39e-06,0.349,0.467,113.011,221820,pop
0.602,0.658,1,-5.934,1,0.0558,0.0233,6e-05,0.237,0.268,145.031,197547,pop
0.76,0.703,5,-5.412,1,0.054,0.103,0,0.0913,0.57,95.997,231827,pop
0.773,0.758,1,-4.993,1,0.0381,0.0422,0,0.305,0.925,144.033,224840,pop
0.651,0.695,6,-3.218,1,0.0487,0.23,0,0.144,0.569,123.008,205347,pop
0.748,0.788,1,-7.055,1,0.0334,0.0591,0,0.0863,0.884,120.076,235493,pop
0.74,0.498,11,-6.684,0,0.0456,0.0169,0.00282,0.319,0.652,98.016,207039,pop
0.626,0.88,9,-2.384,0,0.0504,0.205,0,0.128,0.534,95.079,202621,pop
0.574,0.512,5,-6.664,0,0.0503,0.234,0,0.0946,0.512,76.899,484147,pop
0.691,0.795,1,-4.021,0,0.0355,0.000812,1.02e-06,0.156,0.876,133.971,227333,pop
0.737,0.802,0,-4.771,1,0.0878,0.468,0,0.0931,0.682,144.015,172325,pop
0.556,0.582,5,-8.368,0,0.0414,0.23,0,0.327,0.561,75.976,251780,pop
0.735,0.425,0,-6.648,1,0.0464,0.011,0,0.055,0.848,85.896,188174,pop
0.756,0.572,9,-7.019,1,0.0763,0.0478,0,0.0853,0.417,102.986,204400,pop
0.669,0.78,7,-4.287,0,0.053,0.0265,1.63e-06,0.143,0.738,139.945,212333,pop
0.743,0.752,4,-4.813,1,0.0414,0.0188,0,0.287,0.545,110.015,231173,pop
0.65,0.736,6,-5.84,0,0.229,0.0513,0,0.235,0.612,159.174,226160,pop
0.8,0.608,11,-9.777,0,0.111,0.0711,0.000361,0.0466,0.842,113.196,296027,disco
0.865,0.653,2,-7.278,1,0.0525,0.101,0.00671,0.0484,0.867,111.565,490040,disco
0.798,0.746,10,-8.639,1,0.0313,0.0304,0.361,0.0703,0.965,128.553,655213,disco
0.86,0.873,2,-7.922,0,0.0374,0.0162,0.0094,0.319,0.971,120.403,296000,disco
0.701,0.81,5,-9.945,0,0.043,0.000964,0.00109,0.195,0.832,113.308,366413,disco
0.703,0.755,5,-9.337,1,0.0749,0.00947,0.02,0.17,0.731,117.128,366200,disco
0.74,0.914,7,-6.903,1,0.0938,0.296,0.0326,0.113,0.709,127.589,297147,disco
0.605,0.881,9,-4.891,0,0.0462,0.0266,3.28e-06,0.81,0.965,117.178,389760,disco
0.796,0.892,0,-8.31,1,0.0333,0.00475,0.0187,0.0717,0.965,120.4,407053,disco
0.857,0.66,10,-9.611,0,0.0462,0.0501,0.0299,0.0629,0.818,108.526,331867,disco
0.646,0.867,5,-8.523,1,0.0498,0.00574,0.159,0.0434,0.812,111.193,242640,disco
0.681,0.778,5,-5.826,1,0.0398,0.0419,0.000259,0.149,0.644,111.953,218639,disco
0.753,0.913,2,-5.882,0,0.0294,0.0489,0.228,0.0419,0.968,132.008,495827,disco
0.725,0.908,2,-6.357,0,0.0507,0.309,0.0176,0.34,0.875,112.283,436827,disco
0.867,0.79,1,-5.424,1,0.0518,0.343,0.0131,0.245,0.814,110.048,219560,disco
0.873,0.419,6,-7.814,0,0.0477,0.0914,0.306,0.0476,0.935,113.622,437760,disco
0.643,0.807,10,-12.973,1,0.0319,0.0455,0.422,0.0493,0.962,131.567,395573,disco
0.774,0.641,1,-10.193,1,0.0799,0.0765,0,0.0867,0.875,113.256,214200,disco
0.836,0.626,9,-10.143,0,0.0335,0.0943,0.742,0.153,0.898,114.657,307947,disco
0.758,0.841,0,-7.509,1,0.0319,0.0544,0.000153,0.103,0.849,114.487,287440,disco
0.811,0.604,4,-9.584,0,0.0455,0.335,0.00204,0.0969,0.968,110.526,367973,disco
0.912,0.578,0,-9.299,1,0.0715,0.000142,0.578,0.0885,0.246,122.666,236733,disco
0.859,0.782,10,-8.344,1,0.0369,0.154,0.0297,0.0693,0.931,119.518,247133,disco
0.767,0.789,0,-6.203,1,0.0666,0.0371,0.0145,0.0515,0.963,127.074,516213,disco
0.706,0.723,5,-9.235,1,0.0382,0.0232,0.0441,0.0994,0.937,113.121,415467,disco
0.892,0.433,0,-13.806,0,0.0699,0.0277,0.000892,0.0308,0.924,128.029,344547,disco
0.869,0.648,11,-8.698,0,0.0633,0.121,2.17e-05,0.126,0.9,125.035,339320,disco
0.641,0.848,5,-6.353,0,0.0915,0.33,0.00165,0.194,0.76,105.533,222987,disco
0.754,0.818,10,-7.099,1,0.0458,0.0565,0.000424,0.0979,0.877,110.501,235293,disco
0.784,0.713,0,-6.865,1,0.0339,0.447,0.14,0.0904,0.97,115.443,220560,disco
0.661,0.846,5,-8.869,1,0.0467,0.129,5.17e-06,0.0355,0.911,101.068,266827,disco
0.677,0.717,0,-10.896,1,0.033,0.0182,0.188,0.279,0.963,123.007,256493,disco
0.878,0.821,11,-9.875,1,0.089,0.126,0.0461,0.183,0.947,118.881,365467,disco
0.734,0.586,2,-11.866,1,0.129,0.125,0,0.0367,0.762,109.933,230467,disco
0.747,0.701,1,-7.7,1,0.0453,0.127,0,0.084,0.87,112.964,220867,disco
0.851,0.576,11,-12.219,0,0.0606,0.245,0.0774,0.0607,0.961,116.53,242800,disco
0.721,0.537,10,-11.3,0,0.0499,0.101,4.86e-05,0.106,0.755,118.917,241000,disco
0.852,0.752,6,-7.774,1,0.0576,0.0387,0.000272,0.609,0.834,113.287,437453,disco
0.785,0.787,8,-7.886,0,0.0594,0.14,0.000118,0.15,0.864,119.576,357720,disco
0.68,0.902,7,-4.299,1,0.126,0.284,4.91e-06,0.123,0.76,118.107,274920,disco
0.651,0.945,10,-7.922,1,0.0361,0.169,0.475,0.15,0.939,112.292,185640,disco
0.78,0.551,5,-13.038,0,0.0625,0.0613,0.104,0.0331,0.969,126.009,491933,disco
0.708,0.94,7,-4.03,0,0.0593,0.162,5.62e-06,0.305,0.869,131.072,333827,disco
0.81,0.649,2,-7.072,0,0.0535,0.245,0.000286,0.0965,0.952,123.757,223827,disco
0.734,0.67,6,-9.045,0,0.0519,0.122,0.000328,0.0757,0.959,98.282,209160,disco
0.748,0.743,8,-5.996,1,0.0433,0.405,5.66e-06,0.125,0.914,112.184,223107,disco
0.746,0.599,8,-10.835,0,0.0952,0.0301,9.94e-05,0.0989,0.961,126.472,371707,disco
0.92,0.653,9,-9.638,1,0.0563,0.00446,0.00591,0.0597,0.982,129.911,244173,disco
0.62,0.54,4,-14.636,0,0.0422,0.349,2.53e-05,0.187,0.759,118.823,303533,disco
0.849,0.376,11,-16.779,0,0.0356,0.0117,0.0843,0.0365,0.93,117.711,266560,disco
0.594,0.771,5,-10.671,0,0.0443,0.313,0.00474,0.0694,0.953,104.389,200867,disco
0.863,0.726,9,-6.649,1,0.0494,0.415,0.0299,0.0735,0.93,132.574,346133,disco
0.553,0.839,0,-5.844,0,0.116,0.153,6e-05,0.13,0.673,121.819,217733,disco
0.817,0.724,11,-9.003,0,0.0769,0.0655,1.55e-06,0.129,0.962,114.719,369800,disco
0.653,0.652,7,-9.304,0,0.0427,0.13,1.58e-05,0.202,0.846,115.388,248360,disco
0.607,0.873,0,-7.697,0,0.05,0.0504,0.00024,0.161,0.73,114.132,244760,disco
0.765,0.927,5,-5.715,0,0.0399,0.0156,5.97e-06,0.0391,0.927,113.326,241920,disco
0.887,0.755,6,-3.679,0,0.0456,0.0427,2.77e-05,0.325,0.877,125.455,228213,disco
0.716,0.661,6,-14.694,1,0.0365,0.0807,0.00883,0.0535,0.921,107.288,204200,disco
0.934,0.646,11,-5.727,0,0.228,0.0303,0.00614,0.0776,0.832,116.351,253053,disco
0.639,0.905,4,-4.215,0,0.0543,0.235,4.93e-05,0.206,0.825,123.664,241333,disco
0.752,0.616,11,-12.266,0,0.101,0.323,0,0.0464,0.798,116.172,240000,disco
0.643,0.909,11,-8.467,0,0.0965,0.233,0,0.0809,0.818,102.202,209733,disco
0.682,0.769,5,-12.274,1,0.0501,0.129,0.196,0.036,0.743,121.577,315800,disco
0.62,0.834,0,-7.619,1,0.0479,0.221,1.66e-05,0.123,0.755,113.09,193467,disco
0.813,0.707,1,-8.414,1,0.069,0.00665,1.14e-06,0.265,0.803,110.008,286712,disco
0.755,0.709,6,-12.393,0,0.0336,0.0209,0.105,0.0339,0.969,124.062,317933,disco
0.611,0.962,1,-6.66,1,0.1,0.0364,0,0.28,0.635,112.478,160920,disco
